,Prices,title,location,time_publication,Type,Model,Marque,Kilometrage,Etat,Annee_Modele,Premiere_main,Nombre_de_portes,Origine,Secteur
2320,235 000 DH,Kia sorento 7 places 2019,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sorento,Kia,75 000 - 79 999,Excellent,2019.0,Oui,5.0,WW au Maroc,2 Mars
2321,PRIX NON SPÉCIFIÉ,Ssangyong rexton Automatique,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",Rexton,Ssangyong,250 000 - 299 999,Bon,2006.0,Non,5.0,WW au Maroc,Autre secteur
2322,69 000 DH,Kia Sportage diesel automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sportage,Kia,180 000 - 189 999,Très bon,2005.0,Oui,5.0,WW au Maroc,2 Mars
2323,PRIX NON SPÉCIFIÉ,Fiat fullback Double Cabine,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",fullback,Fiat,120 000 - 129 999,Très bon,2017.0,Non,5.0,WW au Maroc,Autre secteur
2324,67 000 DH,dacia logan,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Logan,Dacia,200 000 - 249 999,Très bon,2013.0,Non,5.0,WW au Maroc,
2325,49 000 DH,سطروين بيرلينغو,Essaouira,il y a 1 heure,"Voitures d'occasion, à vendre",Berlingo,Citroen,180 000 - 189 999,,2008.0,Non,5.0,WW au Maroc,
2326,PRIX NON SPÉCIFIÉ,Jeep Grand Cherokee,Casablanca,il y a 54 minutes,"Voitures d'occasion, à vendre",Grand Cherokee,Jeep,60 000 - 64 999,6,2020.0,Oui,5.0,WW au Maroc,Maarif
2327,79 000 DH,Dacia logan Diesel 2017,Casablanca,il y a 54 minutes,"Voitures d'occasion, à vendre",Logan,Dacia,140 000 - 149 999,Très bon,2017.0,,5.0,WW au Maroc,Belvédère
2328,PRIX NON SPÉCIFIÉ,BMW Série 5,Rabat,il y a 54 minutes,"Voitures d'occasion, à vendre",Serie 5,BMW,140 000 - 149 999,Excellent,2015.0,Oui,5.0,WW au Maroc,Hay el Fath
2329,105 000 DH,Fiat 500 Essence 2017,Fès,il y a 55 minutes,"Voitures d'occasion, à vendre",500,Fiat,60 000 - 64 999,Excellent,2017.0,Non,3.0,WW au Maroc,Ben Souda
2330,PRIX NON SPÉCIFIÉ,Volkswagen coccinelle cabriolet Diesel 2017,Rabat,il y a 55 minutes,"Voitures d'occasion, à vendre",coccinelle_cabriolet,Volkswagen,40 000 - 44 999,6,2017.0,Oui,3.0,WW au Maroc,Hay el Fath
2331,PRIX NON SPÉCIFIÉ,Nissan Patrol super safari 50 awr,Casablanca,il y a 55 minutes,"Voitures d'occasion, à vendre",PATROL,Nissan,15 000 - 19 999,Excellent,2018.0,Oui,5.0,Dédouanée,Maarif
2332,96 000 DH,Fiat 500 Essence 2016,Fès,il y a 55 minutes,"Voitures d'occasion, à vendre",500,Fiat,120 000 - 129 999,Très bon,2016.0,Non,3.0,WW au Maroc,Route de Meknes
2333,188 000 DH,Peugeot 2008 Diesel 2018,Fès,il y a 55 minutes,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,2018.0,Oui,5.0,WW au Maroc,Ben Souda
2334,172 000 DH,Peugeot 2008 Diesel 2008,Fès,il y a 56 minutes,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,2008.0,Non,5.0,WW au Maroc,Ben Souda
2335,PRIX NON SPÉCIFIÉ,Hyundai Tucson Diesel,Casablanca,il y a 56 minutes,"Voitures d'occasion, à vendre",Tucson,Hyundai,90 000 - 94 999,Excellent,2019.0,Oui,5.0,WW au Maroc,Aïn Chock
2336,172 000 DH,Renault megane Diesel 2017,Fès,il y a 56 minutes,"Voitures d'occasion, à vendre",Megane,Renault,70 000 - 74 999,6,2017.0,Non,5.0,WW au Maroc,Ben Souda
2337,359 000 DH,Land Rover range rover evoque Diesel 2018,Casablanca,il y a 56 minutes,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,65 000 - 69 999,6,2018.0,Oui,5.0,WW au Maroc,Centre Ville
2338,115 000 DH,Dacia logan Diesel 2018,Fès,il y a 57 minutes,"Voitures d'occasion, à vendre",Logan,Dacia,120 000 - 129 999,Excellent,2018.0,Non,5.0,WW au Maroc,Route de Meknes
2339,230 000 DH,audio a4,Casablanca,il y a 57 minutes,"Voitures d'occasion, à vendre",A4,Audi,140 000 - 149 999,Excellent,2017.0,Non,5.0,WW au Maroc,
2340,113 000 DH,Renault Clio,Casablanca,il y a 58 minutes,"Voitures d'occasion, à vendre",Clio,Renault,100 000 - 109 999,Très bon,2019.0,Oui,5.0,WW au Maroc,
2341,PRIX NON SPÉCIFIÉ,RENAULT Laguna Coupe Diesel Automatique,Casablanca,il y a 58 minutes,"Voitures d'occasion, à vendre",Laguna Coupe,Renault,160 000 - 169 999,Très bon,2015.0,Non,5.0,WW au Maroc,Hay Hassani
2342,PRIX NON SPÉCIFIÉ,Ford fiesta,Temara,il y a 59 minutes,"Voitures d'occasion, à vendre",Fiesta,Ford,120 000 - 129 999,,2013.0,,,,
2343,PRIX NON SPÉCIFIÉ,Peugeot 208 Diesel,Casablanca,il y a 59 minutes,"Voitures d'occasion, à vendre",208,Peugeot,20 000 - 24 999,Très bon,2020.0,Oui,5.0,WW au Maroc,Hay Hassani
2344,PRIX NON SPÉCIFIÉ,Volkswagen polo,Temara,il y a 59 minutes,"Voitures d'occasion, à vendre",Polo,Volkswagen,190 000 - 199 999,,2007.0,,,,
2345,60 000 DH,هيونداي i10,Tétouan,il y a 1 heure,"Voitures d'occasion, à vendre",i 10,Hyundai,160 000 - 169 999,Bon,2012.0,Non,5.0,WW au Maroc,
2346,115 000 DH,MERCEDES C220,Meknès,il y a 1 heure,"Voitures d'occasion, à vendre",220,Mercedes-Benz,200 000 - 249 999,Excellent,2006.0,Non,5.0,Dédouanée,
2347,PRIX NON SPÉCIFIÉ,seat ibiza,Temara,il y a 1 heure,"Voitures d'occasion, à vendre",Ibiza,Seat,130 000 - 139 999,,2011.0,,,,
2348,25 000 DH,Fiat uno,Marrakech,il y a 1 heure,"Voitures d'occasion, à vendre",Uno,Fiat,200 000 - 249 999,Bon,1996.0,Non,5.0,WW au Maroc,
2349,470 000 DH,Audi a7 quattro S line,Agadir,il y a 1 heure,"Voitures d'occasion, à vendre",A7,Audi,90 000 - 94 999,Excellent,2016.0,Oui,5.0,WW au Maroc,Hay Salam
2350,60 000 DH,BMW x5 Diesel 2005,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",X5,BMW,250 000 - 299 999,Excellent,2005.0,Oui,5.0,Importée neuve,Californie
2351,59 000 DH,Honda jazz,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Jazz,Honda,140 000 - 149 999,Très bon,2006.0,Non,5.0,WW au Maroc,
2352,PRIX NON SPÉCIFIÉ,Dacia sandero,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",Sandero,Dacia,30 000 - 34 999,Très bon,2021.0,Oui,5.0,WW au Maroc,Autre secteur
2353,215 000 DH,Kia Sportage 2019 diesel automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sportage,Kia,65 000 - 69 999,Excellent,2019.0,Oui,5.0,WW au Maroc,2 Mars
2354,PRIX NON SPÉCIFIÉ,Audi A4,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",A4,Audi,250 000 - 299 999,,2002.0,,,Dédouanée,
2355,235 000 DH,Kia sorento 7 places 2019,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sorento,Kia,75 000 - 79 999,Excellent,2019.0,Oui,5.0,WW au Maroc,2 Mars
2356,PRIX NON SPÉCIFIÉ,Ssangyong rexton Automatique,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",Rexton,Ssangyong,250 000 - 299 999,Bon,2006.0,Non,5.0,WW au Maroc,Autre secteur
2357,69 000 DH,Kia Sportage diesel automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sportage,Kia,180 000 - 189 999,Très bon,2005.0,Oui,5.0,WW au Maroc,2 Mars
2358,PRIX NON SPÉCIFIÉ,Fiat fullback Double Cabine,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",fullback,Fiat,120 000 - 129 999,Très bon,2017.0,Non,5.0,WW au Maroc,Autre secteur
2359,67 000 DH,dacia logan,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Logan,Dacia,200 000 - 249 999,Très bon,2013.0,Non,5.0,WW au Maroc,
2360,49 000 DH,سطروين بيرلينغو,Essaouira,il y a 1 heure,"Voitures d'occasion, à vendre",Berlingo,Citroen,180 000 - 189 999,,2008.0,Non,5.0,WW au Maroc,
2361,PRIX NON SPÉCIFIÉ,Jeep Grand Cherokee,Casablanca,il y a 56 minutes,"Voitures d'occasion, à vendre",Grand Cherokee,Jeep,60 000 - 64 999,6,2020.0,Oui,5.0,WW au Maroc,Maarif
2362,79 000 DH,Dacia logan Diesel 2017,Casablanca,il y a 56 minutes,"Voitures d'occasion, à vendre",Logan,Dacia,140 000 - 149 999,Très bon,2017.0,,5.0,WW au Maroc,Belvédère
2363,PRIX NON SPÉCIFIÉ,BMW Série 5,Rabat,il y a 56 minutes,"Voitures d'occasion, à vendre",Serie 5,BMW,140 000 - 149 999,Excellent,2015.0,Oui,5.0,WW au Maroc,Hay el Fath
2364,105 000 DH,Fiat 500 Essence 2017,Fès,il y a 56 minutes,"Voitures d'occasion, à vendre",500,Fiat,60 000 - 64 999,Excellent,2017.0,Non,3.0,WW au Maroc,Ben Souda
2365,PRIX NON SPÉCIFIÉ,Volkswagen coccinelle cabriolet Diesel 2017,Rabat,il y a 57 minutes,"Voitures d'occasion, à vendre",coccinelle_cabriolet,Volkswagen,40 000 - 44 999,6,2017.0,Oui,3.0,WW au Maroc,Hay el Fath
2366,PRIX NON SPÉCIFIÉ,Nissan Patrol super safari 50 awr,Casablanca,il y a 57 minutes,"Voitures d'occasion, à vendre",PATROL,Nissan,15 000 - 19 999,Excellent,2018.0,Oui,5.0,Dédouanée,Maarif
2367,96 000 DH,Fiat 500 Essence 2016,Fès,il y a 57 minutes,"Voitures d'occasion, à vendre",500,Fiat,120 000 - 129 999,Très bon,2016.0,Non,3.0,WW au Maroc,Route de Meknes
2368,188 000 DH,Peugeot 2008 Diesel 2018,Fès,il y a 57 minutes,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,2018.0,Oui,5.0,WW au Maroc,Ben Souda
2369,172 000 DH,Peugeot 2008 Diesel 2008,Fès,il y a 58 minutes,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,2008.0,Non,5.0,WW au Maroc,Ben Souda
2370,PRIX NON SPÉCIFIÉ,Hyundai Tucson Diesel,Casablanca,il y a 58 minutes,"Voitures d'occasion, à vendre",Tucson,Hyundai,90 000 - 94 999,Excellent,2019.0,Oui,5.0,WW au Maroc,Aïn Chock
2371,172 000 DH,Renault megane Diesel 2017,Fès,il y a 58 minutes,"Voitures d'occasion, à vendre",Megane,Renault,70 000 - 74 999,6,2017.0,Non,5.0,WW au Maroc,Ben Souda
2372,359 000 DH,Land Rover range rover evoque Diesel 2018,Casablanca,il y a 58 minutes,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,65 000 - 69 999,6,2018.0,Oui,5.0,WW au Maroc,Centre Ville
2373,115 000 DH,Dacia logan Diesel 2018,Fès,il y a 58 minutes,"Voitures d'occasion, à vendre",Logan,Dacia,120 000 - 129 999,Excellent,2018.0,Non,5.0,WW au Maroc,Route de Meknes
2374,230 000 DH,audio a4,Casablanca,il y a 59 minutes,"Voitures d'occasion, à vendre",A4,Audi,140 000 - 149 999,Excellent,2017.0,Non,5.0,WW au Maroc,
2375,113 000 DH,Renault Clio,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Clio,Renault,100 000 - 109 999,Très bon,2019.0,Oui,5.0,WW au Maroc,
2376,PRIX NON SPÉCIFIÉ,RENAULT Laguna Coupe Diesel Automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Laguna Coupe,Renault,160 000 - 169 999,Très bon,2015.0,Non,5.0,WW au Maroc,Hay Hassani
2377,PRIX NON SPÉCIFIÉ,Ford fiesta,Temara,il y a 1 heure,"Voitures d'occasion, à vendre",Fiesta,Ford,120 000 - 129 999,,2013.0,,,,
2378,PRIX NON SPÉCIFIÉ,Peugeot 208 Diesel,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",208,Peugeot,20 000 - 24 999,Très bon,2020.0,Oui,5.0,WW au Maroc,Hay Hassani
2379,PRIX NON SPÉCIFIÉ,Volkswagen polo,Temara,il y a 1 heure,"Voitures d'occasion, à vendre",Polo,Volkswagen,190 000 - 199 999,,2007.0,,,,
2380,60 000 DH,هيونداي i10,Tétouan,il y a 1 heure,"Voitures d'occasion, à vendre",i 10,Hyundai,160 000 - 169 999,Bon,2012.0,Non,5.0,WW au Maroc,
2381,115 000 DH,MERCEDES C220,Meknès,il y a 1 heure,"Voitures d'occasion, à vendre",220,Mercedes-Benz,200 000 - 249 999,Excellent,2006.0,Non,5.0,Dédouanée,
2382,PRIX NON SPÉCIFIÉ,seat ibiza,Temara,il y a 1 heure,"Voitures d'occasion, à vendre",Ibiza,Seat,130 000 - 139 999,,2011.0,,,,
2383,25 000 DH,Fiat uno,Marrakech,il y a 1 heure,"Voitures d'occasion, à vendre",Uno,Fiat,200 000 - 249 999,Bon,1996.0,Non,5.0,WW au Maroc,
2384,470 000 DH,Audi a7 quattro S line,Agadir,il y a 1 heure,"Voitures d'occasion, à vendre",A7,Audi,90 000 - 94 999,Excellent,2016.0,Oui,5.0,WW au Maroc,Hay Salam
2385,60 000 DH,BMW x5 Diesel 2005,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",X5,BMW,250 000 - 299 999,Excellent,2005.0,Oui,5.0,Importée neuve,Californie
2386,59 000 DH,Honda jazz,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Jazz,Honda,140 000 - 149 999,Très bon,2006.0,Non,5.0,WW au Maroc,
2387,PRIX NON SPÉCIFIÉ,Dacia sandero,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",Sandero,Dacia,30 000 - 34 999,Très bon,2021.0,Oui,5.0,WW au Maroc,Autre secteur
2388,215 000 DH,Kia Sportage 2019 diesel automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sportage,Kia,65 000 - 69 999,Excellent,2019.0,Oui,5.0,WW au Maroc,2 Mars
2389,PRIX NON SPÉCIFIÉ,Audi A4,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",A4,Audi,250 000 - 299 999,,2002.0,,,Dédouanée,
2390,235 000 DH,Kia sorento 7 places 2019,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sorento,Kia,75 000 - 79 999,Excellent,2019.0,Oui,5.0,WW au Maroc,2 Mars
2391,PRIX NON SPÉCIFIÉ,Ssangyong rexton Automatique,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",Rexton,Ssangyong,250 000 - 299 999,Bon,2006.0,Non,5.0,WW au Maroc,Autre secteur
2392,69 000 DH,Kia Sportage diesel automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sportage,Kia,180 000 - 189 999,Très bon,2005.0,Oui,5.0,WW au Maroc,2 Mars
2393,PRIX NON SPÉCIFIÉ,Fiat fullback Double Cabine,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",fullback,Fiat,120 000 - 129 999,Très bon,2017.0,Non,5.0,WW au Maroc,Autre secteur
2394,67 000 DH,dacia logan,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Logan,Dacia,200 000 - 249 999,Très bon,2013.0,Non,5.0,WW au Maroc,
2395,49 000 DH,سطروين بيرلينغو,Essaouira,il y a 1 heure,"Voitures d'occasion, à vendre",Berlingo,Citroen,180 000 - 189 999,,2008.0,Non,5.0,WW au Maroc,
2396,PRIX NON SPÉCIFIÉ,Jeep Grand Cherokee,Casablanca,il y a 58 minutes,"Voitures d'occasion, à vendre",Grand Cherokee,Jeep,60 000 - 64 999,6,2020.0,Oui,5.0,WW au Maroc,Maarif
2397,79 000 DH,Dacia logan Diesel 2017,Casablanca,il y a 58 minutes,"Voitures d'occasion, à vendre",Logan,Dacia,140 000 - 149 999,Très bon,2017.0,,5.0,WW au Maroc,Belvédère
2398,PRIX NON SPÉCIFIÉ,BMW Série 5,Rabat,il y a 58 minutes,"Voitures d'occasion, à vendre",Serie 5,BMW,140 000 - 149 999,Excellent,2015.0,Oui,5.0,WW au Maroc,Hay el Fath
2399,105 000 DH,Fiat 500 Essence 2017,Fès,il y a 58 minutes,"Voitures d'occasion, à vendre",500,Fiat,60 000 - 64 999,Excellent,2017.0,Non,3.0,WW au Maroc,Ben Souda
2400,PRIX NON SPÉCIFIÉ,Volkswagen coccinelle cabriolet Diesel 2017,Rabat,il y a 58 minutes,"Voitures d'occasion, à vendre",coccinelle_cabriolet,Volkswagen,40 000 - 44 999,6,2017.0,Oui,3.0,WW au Maroc,Hay el Fath
2401,PRIX NON SPÉCIFIÉ,Nissan Patrol super safari 50 awr,Casablanca,il y a 58 minutes,"Voitures d'occasion, à vendre",PATROL,Nissan,15 000 - 19 999,Excellent,2018.0,Oui,5.0,Dédouanée,Maarif
2402,96 000 DH,Fiat 500 Essence 2016,Fès,il y a 59 minutes,"Voitures d'occasion, à vendre",500,Fiat,120 000 - 129 999,Très bon,2016.0,Non,3.0,WW au Maroc,Route de Meknes
2403,188 000 DH,Peugeot 2008 Diesel 2018,Fès,il y a 59 minutes,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,2018.0,Oui,5.0,WW au Maroc,Ben Souda
2404,172 000 DH,Peugeot 2008 Diesel 2008,Fès,il y a 59 minutes,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,2008.0,Non,5.0,WW au Maroc,Ben Souda
2405,PRIX NON SPÉCIFIÉ,Hyundai Tucson Diesel,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Tucson,Hyundai,90 000 - 94 999,Excellent,2019.0,Oui,5.0,WW au Maroc,Aïn Chock
2406,172 000 DH,Renault megane Diesel 2017,Fès,il y a 1 heure,"Voitures d'occasion, à vendre",Megane,Renault,70 000 - 74 999,6,2017.0,Non,5.0,WW au Maroc,Ben Souda
2407,359 000 DH,Land Rover range rover evoque Diesel 2018,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,65 000 - 69 999,6,2018.0,Oui,5.0,WW au Maroc,Centre Ville
2408,115 000 DH,Dacia logan Diesel 2018,Fès,il y a 1 heure,"Voitures d'occasion, à vendre",Logan,Dacia,120 000 - 129 999,Excellent,2018.0,Non,5.0,WW au Maroc,Route de Meknes
2409,230 000 DH,audio a4,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",A4,Audi,140 000 - 149 999,Excellent,2017.0,Non,5.0,WW au Maroc,
2410,113 000 DH,Renault Clio,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Clio,Renault,100 000 - 109 999,Très bon,2019.0,Oui,5.0,WW au Maroc,
2411,PRIX NON SPÉCIFIÉ,RENAULT Laguna Coupe Diesel Automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Laguna Coupe,Renault,160 000 - 169 999,Très bon,2015.0,Non,5.0,WW au Maroc,Hay Hassani
2412,PRIX NON SPÉCIFIÉ,Ford fiesta,Temara,il y a 1 heure,"Voitures d'occasion, à vendre",Fiesta,Ford,120 000 - 129 999,,2013.0,,,,
2413,PRIX NON SPÉCIFIÉ,Peugeot 208 Diesel,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",208,Peugeot,20 000 - 24 999,Très bon,2020.0,Oui,5.0,WW au Maroc,Hay Hassani
2414,PRIX NON SPÉCIFIÉ,Volkswagen polo,Temara,il y a 1 heure,"Voitures d'occasion, à vendre",Polo,Volkswagen,190 000 - 199 999,,2007.0,,,,
2415,60 000 DH,هيونداي i10,Tétouan,il y a 1 heure,"Voitures d'occasion, à vendre",i 10,Hyundai,160 000 - 169 999,Bon,2012.0,Non,5.0,WW au Maroc,
2416,115 000 DH,MERCEDES C220,Meknès,il y a 1 heure,"Voitures d'occasion, à vendre",220,Mercedes-Benz,200 000 - 249 999,Excellent,2006.0,Non,5.0,Dédouanée,
2417,PRIX NON SPÉCIFIÉ,seat ibiza,Temara,il y a 1 heure,"Voitures d'occasion, à vendre",Ibiza,Seat,130 000 - 139 999,,2011.0,,,,
2418,25 000 DH,Fiat uno,Marrakech,il y a 1 heure,"Voitures d'occasion, à vendre",Uno,Fiat,200 000 - 249 999,Bon,1996.0,Non,5.0,WW au Maroc,
2419,470 000 DH,Audi a7 quattro S line,Agadir,il y a 1 heure,"Voitures d'occasion, à vendre",A7,Audi,90 000 - 94 999,Excellent,2016.0,Oui,5.0,WW au Maroc,Hay Salam
2420,60 000 DH,BMW x5 Diesel 2005,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",X5,BMW,250 000 - 299 999,Excellent,2005.0,Oui,5.0,Importée neuve,Californie
2421,59 000 DH,Honda jazz,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Jazz,Honda,140 000 - 149 999,Très bon,2006.0,Non,5.0,WW au Maroc,
2422,PRIX NON SPÉCIFIÉ,Dacia sandero,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",Sandero,Dacia,30 000 - 34 999,Très bon,2021.0,Oui,5.0,WW au Maroc,Autre secteur
2423,215 000 DH,Kia Sportage 2019 diesel automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sportage,Kia,65 000 - 69 999,Excellent,2019.0,Oui,5.0,WW au Maroc,2 Mars
2424,PRIX NON SPÉCIFIÉ,Audi A4,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",A4,Audi,250 000 - 299 999,,2002.0,,,Dédouanée,
2425,235 000 DH,Kia sorento 7 places 2019,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sorento,Kia,75 000 - 79 999,Excellent,2019.0,Oui,5.0,WW au Maroc,2 Mars
2426,PRIX NON SPÉCIFIÉ,Ssangyong rexton Automatique,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",Rexton,Ssangyong,250 000 - 299 999,Bon,2006.0,Non,5.0,WW au Maroc,Autre secteur
2427,69 000 DH,Kia Sportage diesel automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Sportage,Kia,180 000 - 189 999,Très bon,2005.0,Oui,5.0,WW au Maroc,2 Mars
2428,PRIX NON SPÉCIFIÉ,Fiat fullback Double Cabine,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",fullback,Fiat,120 000 - 129 999,Très bon,2017.0,Non,5.0,WW au Maroc,Autre secteur
2429,67 000 DH,dacia logan,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Logan,Dacia,200 000 - 249 999,Très bon,2013.0,Non,5.0,WW au Maroc,
2430,49 000 DH,سطروين بيرلينغو,Essaouira,il y a 1 heure,"Voitures d'occasion, à vendre",Berlingo,Citroen,180 000 - 189 999,,2008.0,Non,5.0,WW au Maroc,
2431,PRIX NON SPÉCIFIÉ,Jeep Grand Cherokee,Casablanca,il y a 59 minutes,"Voitures d'occasion, à vendre",Grand Cherokee,Jeep,60 000 - 64 999,6,2020.0,Oui,5.0,WW au Maroc,Maarif
2432,79 000 DH,Dacia logan Diesel 2017,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Logan,Dacia,140 000 - 149 999,Très bon,2017.0,,5.0,WW au Maroc,Belvédère
2433,PRIX NON SPÉCIFIÉ,BMW Série 5,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",Serie 5,BMW,140 000 - 149 999,Excellent,2015.0,Oui,5.0,WW au Maroc,Hay el Fath
2434,105 000 DH,Fiat 500 Essence 2017,Fès,il y a 1 heure,"Voitures d'occasion, à vendre",500,Fiat,60 000 - 64 999,Excellent,2017.0,Non,3.0,WW au Maroc,Ben Souda
2435,PRIX NON SPÉCIFIÉ,Volkswagen coccinelle cabriolet Diesel 2017,Rabat,il y a 1 heure,"Voitures d'occasion, à vendre",coccinelle_cabriolet,Volkswagen,40 000 - 44 999,6,2017.0,Oui,3.0,WW au Maroc,Hay el Fath
2436,PRIX NON SPÉCIFIÉ,Nissan Patrol super safari 50 awr,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",PATROL,Nissan,15 000 - 19 999,Excellent,2018.0,Oui,5.0,Dédouanée,Maarif
2437,96 000 DH,Fiat 500 Essence 2016,Fès,il y a 1 heure,"Voitures d'occasion, à vendre",500,Fiat,120 000 - 129 999,Très bon,2016.0,Non,3.0,WW au Maroc,Route de Meknes
2438,188 000 DH,Peugeot 2008 Diesel 2018,Fès,il y a 1 heure,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,2018.0,Oui,5.0,WW au Maroc,Ben Souda
2439,172 000 DH,Peugeot 2008 Diesel 2008,Fès,il y a 1 heure,"Voitures d'occasion, à vendre",2008,Peugeot,100 000 - 109 999,6,2008.0,Non,5.0,WW au Maroc,Ben Souda
2440,PRIX NON SPÉCIFIÉ,Hyundai Tucson Diesel,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Tucson,Hyundai,90 000 - 94 999,Excellent,2019.0,Oui,5.0,WW au Maroc,Aïn Chock
2441,172 000 DH,Renault megane Diesel 2017,Fès,il y a 1 heure,"Voitures d'occasion, à vendre",Megane,Renault,70 000 - 74 999,6,2017.0,Non,5.0,WW au Maroc,Ben Souda
2442,359 000 DH,Land Rover range rover evoque Diesel 2018,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,65 000 - 69 999,6,2018.0,Oui,5.0,WW au Maroc,Centre Ville
2443,115 000 DH,Dacia logan Diesel 2018,Fès,il y a 1 heure,"Voitures d'occasion, à vendre",Logan,Dacia,120 000 - 129 999,Excellent,2018.0,Non,5.0,WW au Maroc,Route de Meknes
2444,230 000 DH,audio a4,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",A4,Audi,140 000 - 149 999,Excellent,2017.0,Non,5.0,WW au Maroc,
2445,113 000 DH,Renault Clio,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Clio,Renault,100 000 - 109 999,Très bon,2019.0,Oui,5.0,WW au Maroc,
2446,PRIX NON SPÉCIFIÉ,RENAULT Laguna Coupe Diesel Automatique,Casablanca,il y a 1 heure,"Voitures d'occasion, à vendre",Laguna Coupe,Renault,160 000 - 169 999,Très bon,2015.0,Non,5.0,WW au Maroc,Hay Hassani
